text,predicted_label
Bang aku izin buat clip dari konten youtubemu apakah boleh bang? :yougotthis:,1
Bang main peta-peta,0
Bocil ripley Nich😂😂,0
serem banget jir nonton ginian,0
"Relate banget sih ni game dari segi cerita dan end nya jujur gw pas liat end 6 sedih sii gak tega aja si beni ngejual istri ama anaknya tapi end 6 di tutupi dengan h-1 yg andai j*di itu tidak datang dalam kehidupan kita😌, pas main game ini juga bg windah mendalami peran banget W A Game👍",0
Nahhhhh😭😭😭😭😭😭😭😭,1
"Gue cowk yg jarang nangis aplagi geme, tp ini gw hampir nangis❤",0
ending 6 bener bener gila sih,0
Dari namanya aja joykreatif bang udah pasti kreatif yang bahagia bang ngga ngasal bikin game 👍,1
Upcoming role play nya mana woi,0
"Besok, emang scan terus",0
Kesel deh​ @KafaKafa-md7tp ,1
server lagi badai bg dari jam 7,0
Ok infonya​ @pesatir3588 ,0
😊,1
BANG WINDAH COBA MAIN GAME GAZA HERO YANG DI BUAT SAMA ORANG PALESTINA😋,1
"16:58 lalu kemudian, beliau pun terpengaruh akan kesenangan sementara❤",0
Betul bang,0
baru kali ini sepanjang nonton stream bang windah gue mewek,0
Menghayati bet si lu bang wkwkwkwk yg main judolwkwkwkwkwkwk🤣🤣🤣,0
Ganti baju bg,0
Game dark sistem😂😂,0
"Bang cobain game yang baru rilis 
Namanya ""misteri rumah warisan""",1
Bang maen fc nya kapan pliss jawab udah subscribe,0
Trending 1 cokkk,1
"W GAME, W WINDAH, W NADIA, W KAILA, W JOYKERATIF, L PAK BENI",1
W joy sampe nangis aku woy 😭😭😭,0
Bang maen fc Mobile pliss Bang Udah subscribers pliss bang🎉,1
Siapa yang nangis liat ini aku dari Malaysia aja nangis😢,0
bang aku sampe nangis liat ending 6😓😓,0
W Dev gabisa berkata kata,0
"48:56 GG KAMU BANG KAYAK AKTOR PROFESIONAL, SANGAT MENJIWAI",0
"Kurangnya dari game ini cuman 1, happy ending 1 kenapa ga kasih tau sebahagia apa keluarga pak benii,kasih sedikiit scene aja mereka duduk gembira sekeluarga tapi yaa happy endingnya bagus poll menolak judi ygy dan pinjol apapun itu kalau dh pake judi sama pinjol wassalam",1
Trending 1 bangg,0
mantap bangggggggggggggggggggggggggggggggg,1
51:20  bro just want to stop but developer just say MOREE! MORRE! MOREE! MORRE! MORREEE!,1
Untuk yang penonton jangan ditiru ya soal jud* bahaya.,0
Bang Winda lucu banget menghayati,0
Bang windah hari ini live gak ?,0
Bukannya tadi mau main game?,0
"Lebih serem dari game Horror yg pernah lu mainin selama ini bang 😨
What a Game 👏",1
Kok gak jadi Live Bang??,0
Baru kali ini gua takut bang liat nya,0
Top game bikin keringet dingin+gemeter cok😂,1
Respect bg windah kalo maen akting nya bagus👆😁,0
Om gw ga bisa diselametin dari judi😢,1
Gw,1
yang sabar bro,0
absolute cinema ✋😯🤚,1
Bang yang terahir itu tv nya squid game bang,0
Kecanduan apa om?,0
Judi,1
"Semua isi di dalam game ini hampir 90% mirip sama keadaan di keluarga gw tapi beda nya yang jud1 abang gw bukan bapak gw, pliss buat kalian stop judi, sesusah susahnya hidup kalian jangan sampai kalian pinjol 😢",0
Baru kali ini gw nonton youtube sambil nyesek ni dada😢,0
Kalau sekarang abang lu dah sadar gk bang?,0
seru juga tuh😋😋,0
"alur epic cokkkk, W game",1
LIVE YG SANGATVEPICC🎉🎉,1
"bang jo keratif, alur cerita mengambil cerita reallife permasalahan , tapi dikemas se epic mungkin",0
Menurut saya si ini salah si temennya tuh😢,0
"bng makasi udah neminin gua tiap malem, berkat lu gua ga kesepian, sehat selalu bang windah😅",0
DOLARRR KUNING 😂😂😂,0
"2:10:24 wtff g habis thinking njirr, emg si bad ending si ya bad ending tpi ini udh really really fxkng bad, g espek bngt sumpah",0
dihapus jir live selanjutnya,0
Iya jir kecewa pdhl dh seneng,0
​@Barbar1231newcenel ke 2 live brando,0
Cenel ke2 lagi live si brando,0
JUDI UDA DI SETING JANGAN MAIN² YA,1
Nangis banget ini game gila ngena banget end ke 6,0
1:39:25 shoujo rei reference,1
ending 6 wholesome banget😢😊😊😊😊😊😊😊,0
Kok ngga jadi live??,0
Asli kecewa kena scam mulu,0
Kenapa iklan nya pinjol semua bang? 😢,0
"W GAMEE, W BANG WINDAH, W DEVELOPER JOY KERATIF‼️‼️‼️",0
W game W developer,1
KECEWA PADAHAL UDH NUNGGU TANGGAL 27 TAPI MALAM DI HAPUS GTARP NYA😢,0
Asli lh kna scam mulu,0
​ @ridhofirdaus4374 ya kan hilang PADAHAL HARI INI JAM 11,0
"​ @Wili.salim6  ini semua karna ""AKA""",0
W DEVELOPER,1
MENTAL ABISSSS,0
kli ini gw nangis sama game😘😹🧢,1
Kali ini gua nangis windah gk jd live😭,0
"gamenya gg, ditambah bg windah yg dalam milih endingnya kerasa sempurna, W JOYKERATIF W STREAM",1
dealer felisia lanjutin bang biar tambah GG lagi semua bangunan nyaa,1
game ngerusak mental 😭😭😭,0
Mantap bang banyak pesan dan kesan yg bisa kita ambil dalam game ini❤,0
Harusnya dapatin bad ending dulu bang baru dapatin happy end jadinya kan enak,0
Yeyyy,1
Jadi takut nikah bang😔,0
bang main peak lagi bang,0
bantu doanya bang bapak saya sudah sangat kecanduan judi dan hutang banyak,0
"as a woman, this game gimme a such a  triggers. sedih banget ya Tuhan :((",0
Trending bang gg banget,0
Lagi dan lagi skemmmmer😡😡,0
server gangguan bro,0
:(((,0
Bg windah udh jadi pelupa 😢,0
"SUMPAH GILAK MERINDING GW  NONTON NYA, JOYKREATIF DEVELOPER BERPOTENSI SIII, AYO GUYS SUPORT BANG JOYKREATIF BIAR MAKIN GG",1
"bang ga usah dengerin bocil scam sama bocil L server,main yang harus di mainkan dulu aja bg",1
Scam aduhh,0
skem lagi 🎉,0
Sumpah bikin trauma banget,0
12:00 stop judi membuat kamu miskin,1
Perasaan tadi ada pemberitahuan mau live🗿,0
Ada kah? Prasaan gua cek jam 8 gaada,0
Absolute sinema,0
Waduh 😢😢😢😢 skem lagi,0
SCAMM,0
"""El Scam""",0
skemm banget dah,0
EL SKEMMM,1
MANA WOYYY SKEMMM CANCEL SCHEDULE  LAGIII,0
lah kok ilang,0
gajelas anjir skem,1
IYAAA DI Mana livenyaa,0
2 jadwal ilang sekaligus skemm,0
aku bg,0
Gilak bagus banget bg  gamenya,0
padahal tampangnya beni cocok bngt kalo jualan obat herbal,0
tampar bg,0
anjir di like bg windahhh!🎉,0
"padahal muka pak beni, kaya pa haji🙂‍↕️😭",0
aku nangis bang😢,0
W GAME 🔥,1
Awesome,1
W game,1
"mangis bgt anjg, bkn karna nasib beni. tapi nadia sama kayla. gilaa siapapun ada yg dinasib kyk mereka ug kuat ya🥺❤️kalian berhak hiduo dengan baik. dan buat org kayak modelan beni moga kesiksa dunia akhirat, matinya ga tenang, pokoknya mampuss aja siksaan tanoa batas buat org kek beni",0
seru bg kocak bgt😭😭😭,0
Bang kapan   main  efooteball lagi,0
"Bagus banget gamenya😭
Makasih bang udah main❤❤",0
Pp nya si yadi kek pernah liat 🗿🗿,0
"Bang ko main gem gitu si , Ade gua umur 10 jadi ikutan main judi gara gara bang windah saya ga mau tau harus tanggung jawab",0
😂😂,1
"1:50:42 , yg di tv kyk kenal",0
"Jauhilah judi, kan ada tuh lagu pak haji rhoma irama judulnya judi. Kalau pun kau menang itu awal dari kekalahan, kalaupun kau kaya itu awal dari kemiskinan",1
OUR GLORIOUS QUEEN NADIAAAAA :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,1
SHE ATEE,1
​ @Itsflower_90  OF COURSEEE SHE ATE THATTT,1
Ate itu apa?​ @Itsflower_90 ,0
​ @acanomalyy  iy kok jadi Ngom BHS inggris apa org inggris juga ke sini untuk nonton pikabaw stop 😂😂,0
GLORIOUS MOTHER GLORIOUS WIFEEE,1
AGREEEEE!! SHE IS 💖💖💖💖💖,1
"MOTHER OF THE YEAR,PERIOD.",0
"YEAHH, i love herr so much!❤",1
4+4!!!!!,1
"ISTRI IDAMAN, W NADIA",0
queeeeeeeeeeeeeeeeeeeeeeeeeeen,1
The goat of mother ❤❤,1
"QUEEN NADIA, your mahkota sedang dikirim dari dc cakung 🔥🔥🔥🔥",0
YESS SHE IS🤭,0
GOATED,1
WHAT IS NUMBER AFTER 7,0
ATEEEEEE 🔥🔥🔥​ @ImQyara ,1
GOATT,1
YES SHE IS ❤❤,1
Pas nge bunbun kerenn,0
ISTRI GW TUHHH,0
OUR DIVA CLOCKED IN ❤,0
GOATTT,1
OUR QUEEN IS UNSTOPPABLE,0
ICONIC and strong woman❤,0
IS THAT BOOTHILL ON UR PFPP,0
" @mmzisuaw  YEA, i main him",0
YES SIR,0
QUEEEEEEENNNNNNNNNNN,1
Absolute Game!,1
"1:59:51 buat kecanduan pmo boleh di coba cara ini,keren dah developer nya cok bang joy kreatif🎉",0
Mantap,0
Bang main curi berenrot lagi dong bng,0
bang windah gak live hari ini yah?😢,0
"ia putra server lagi ga stabil n banyak cheater dll, di live tdi katanya main nunggu server stabil",0
Berarti jadi kah?,0
​ @Boboiboy71  kyknya si enggaa boboiboy71 liat bang windah live di windahchill boca,0
coba maksudnya,0
"Gilak rame bg, bg nyobain yg game demo kebun hantu di steam yg dlu ABG mainin,skrg udh ga demo lagi",0
"Stop judjud, stop pinjol!",0
Nangis gw😢,0
bang windah aku sampe nangis liat ending terakhir yg bang windah mainin😢😢❤,0
"Bang, hari ini ga live kah😢",0
kasian bgt ending 6 istri sama anak nya jdi sasaran😭😔,0
gelo ni game,0
Haha😂 jie nama gua moko😂,0
20:54,1
ANJAY TRENDING 1 KEREN BANG🎉,0
Temenku si pinjol dan dia dah utang 1miliar dia gk bisa bayar akhirny jual ginjal deh😭😕,0
Keren bang Sangat mendalami peran 🗿,0
seru bet bang windahh,0
peak game🔥🔥🔥🔥,1
Aku pun dah cukup baik apabila calon-calon berdiri 🎉tidak pernah berlaku 🤬🤬🤬🤬🤬🤬😡😡😠😠😡🤬🤬🤬😡😡😡😡🤬🤬🤬😡😡😡😡😡😠😤😤😤🔪,0
"sumpah menyat hati banget bang, aku yg kadang ga bersukur ga sekaya temen temenku setelah nonton lu bang gw baru sadar ternyata harta karun terbesar adalah hidup cemara bersama keluargaku tersayang",0
Yah telat lagi,0
Orang baik bisa menjadi jahat karena JUDI,1
"anying jahat bet papanya, sialan lu bapak biadap",1
"thanks bang windah,udah main game ini.
game ini bener bener penuh makna, apalagi di keadaan sekarang yang bermain judi sekarang bukan hanya orang dewasa tapi anak anak sekarang bener bener bermain judi,entah itu dari game apapun.
gue juga jadi punya ide konten untuk sadari penjudi,thanks sekali lagi dan di true ending,bener bener nyentuh gimana kebahagiaan ternyata tanpa kekayaan juga bisa terjadi,jika sang kepala keluarga bisa membawa itu :)",0
Ganteng ganteng basudara 🗿,0
Ending 6 akhir adalah kejadian sebelum hari 1,0
Tranding game 🔥,1
EKSPRESI BANG WINDAHH NGAKAKKKKK 😭😭,0
Pikabu :keshite Yatta,1
56:53 ganteng bang brando😂,0
Yadi Villain Jir,0
Bg main misteri rumah warisan game horor indo realistis android,0
Gem HOTS Horor of the season,0
"TRENDING 1 COII, GACORRR EMG EPIC GAME SII",1
ril bang di daerah gua sampai ada yang bunbun😢,0
W,1
Sumpah game buatan  bg Joy seru cuy buat menemani gw di sofa,1
Gw kena mental sorry 🤕😭,0
Beni kampang,0
reflek buka kalkulator bang buat ngitung bunga 40% dari utang nya😭😭,0
nonton bang windah entah kenapa udah ga enjoy ya,0
Masih adakah komen juday?,0
"uang saku gua 3k bg dari smp-sma, gua ga nuntut banyak karna gua ngerti keadaan orang tua, yang tiap hari kerja untuk kluarga, btw gua anak terakhir. salut sih sama bapa juga ibu bisa membesarkan dan menafkahi ke empat anak"" nya.🥰",0
"uang saku gua 3k bg dari smp-sma, gua ga nuntut banyak karna gua ngerti keadaan orang tua, yang tiap hari kerja untuk kluarga, btw gua anak terakhir. salut sih sama bapa juga ibu bisa membesarkan dan menafkahi ke empat anak"" nya.🥰",0
Salut bang orang tua pejuangg semangat terus bg,0
el menghayati peran,0
bang kok GK live😢😢,0
Bang main efotbal ada iven Nostalgia 🙏🙏🙏🙏🙏🙏🥺🥺,0
bagus bgt alur cerita gamenya 🔥✨✨✨,0
"one of the best story ini. Idenya luar biasa, semua scenenya bagus, gila sih.",0
"bentar dah, itu di tv ada acara squid game, keknya gw tau dah itu edisi apaan WKAWKAKWAKWAKWAKWAK developer anying 🤣🤣🤣",1
sekemmm,0
2:17:24 ini yang ku suka dari JoyKeratif 👏,0
GAME HORROR INDONESIA NEVER FAILL🔥🔥,1
GG trending 1 bangg 🎉,1
GAME OF THE YEARR,1
Guys mau nanya yg gabung discord cara join nya gimana ya udah nyoba tapi link expired ada solusi ga biar bisa masuk dc bang windah😢,0
Dc resmi ko bukan link aneh2,0
Scam,0
1:46:30 janji bang😂🤞,0
21:21 gosong bang😔,0
bang aku trauma nontonnya,0
ayah aku begitu bg😢,0
"Bang main game graveyard visit bang, yg di mainin sama bg droomp",0
STOP JUDI YA BAGI SEMUA ORANG DILUAR SANA‼️😡🤬,1
😅,1
sadis bat ni game,0
bang main grow garden lagi,0
sakit bgt sumpah liat nya,0
BANG WINDAHH ❤❤❤❤,0
"8:25 alhamdulillah puji tuhan kamu bawa uang kesekolah bang, aku semenjak smp sampai kuliah ga bawa uang",0
gg Joy kreatif🎉🎉🎉,0
"Yeayyy trending #1 lagii, GG bang wimdut🎉🎉🎉",0
Bang main angel engine dong,0
sesek napas woi aku nontonnya setiap tu bapa' makin kecanduan 😭😭,0
"Game horor yang paling horor yang pernah aku tonton di channel bang windah, ga ada unsur setan tapi bisa membuatku sampe ketakutan bahkan sampe sedikit kena mental 😁",0
Bang Main game OUTBRK Game bertema pemburu tornado (pemburu chaser),1
MAIN DI AMBIL4D AUTO WD DAN BONCOS,1
wah ending terakhir gw g sanggup lagi 💔,0
Kapan live lagi,0
Orang miskin ialah orang yang diberi tetapi tidak pernah cukup,1
Ini Kenapah aku Paling suka Gitu Game Indo indo Gini  bgus menurut Aku karna Dpet pelajaran yg sangat Berharga juga Dg Emang Aku suka nya Tuh Game Game Indo apalagi Kalo BG Windah yg main Jadi Seruh + Dpet pelajaran nya Juga Tnx Buat Developer nya Juga Yg udh Buat Game nya + Buat BG Windah Juga terimakasih Sudh Memberikan Dabing yg bagus Dri Game nya   😊 🙏👍🏻,1
Noo kluarga se harmonis ini jadi dark😢,0
Nangis gw cok😢,0
trending 1 lagi gg gaminggg!!!!!,1
"bang dari game ini sangat ke inget tetangga saya yang nasibnya sama kayak beni,dia maen judi, banyak masalah, banyak utang,dan punya penyakit bisul di area ping ping(paha), bangg saya kaget bangett pass sodara saya nyamperin kerumah saya dia ngasih kabar bahwa si orang ituh gantung diri di kandang kambing,bang saya gak sanggup ngeliyat korban ituh",0
makasih banget yang sudah membuat game ini game ini sangat mengingatkan banyak orang yang masih belom terjerumus terlalu jauh intinya STOPP JUDIII STOPP PINJOLL!!!,1
Yaaa telat😢😢,0
LANGSUNG 1 DI TRENDING BANGG,0
1 like 1 kali depo (10000),1
bang windah mendubbing dengan sepenuh hati,0
GAME HOROR INDONESIA TIDAK PERNAH GAGAL,0
2:15:58 nangis gw njir,0
"sesuai prediksi, trending 1👏🏻
W game pikabuu stop!",1
game ini jadi ngingetin tentang papaku yang juga sama seperti beni di game ini.,1
"sedih banget baca komen,sampe ada yang relate😭😭😭",0
windah the jekpot 😂😂,1
ganteng ganteng basudara😂😭😭,0
Still trending 😮,0
"Gw juga main judi bang, semoga gw ga kecanduan lagi",1
gimana sekarang bang??,0
W gameee 😭,1
"W Bang Windah
W Bang Joykreatif

Stop Judi! Say No to Judi!",1
Gilaa trending 1 bang windahhh,0
Mahakarya🔥🔥,0
"Bang itu ada game baru,uma musume game gacha, kalo mau mainin seru",1
Mambo,1
Trending 1 😮bang Brando,0
L windah rungkad wkwkwkw😂,0
w game bang brandoo🎉,1
Bang Windah maen game misteri rumah warisan di google play store game nya baru rilis bang aku harap bang windah maen game nya 😊,1
"ini game panjang terseru sih, suka bngt si sama alurnya, ending nya ga mengecewakan, apalagi banyak bgt pesan bermakna dan kata-kata motivasi, kreatif bangett JoyKreatif, kerenn parah 😭❤",0
Gilak gamenya bagus banget 😢😢 rispekk,0
gass all innbang 😋😋,0
BARU KALI INI NONTON BANG WINDAH NANGIS🥺🥺,0
siapa cita citanya di scam bang Windah,0
pas flashback🥺❤,0
"inimah bapak gua jir wkwk. Untung udah cerai , tapi heran nya bapak gua Masi nekat mau pinjam duit dari rekening gua jir kocak",0
SCAMM,0
emang ngeselin bro dia hapus jadwalnya,0
​ @LeonScotKennedi windows php,1
"Eh sumpah cok sekian banyaknya bg windah main game hororr buatan anak bangsa, cuma game ini yg bikin gw gak kuat nontonnya tapi gw bisa nonton sampe akhir🗿",0
bang aku nangis alur gamenya bagus banget :face-purple-crying::face-purple-crying:,0
El skem,1
23:36 squirt game 🦑🐙,1
NOOO AKU KENA SCAM LAGII,0
El scam,0
bang japan main the spike lagi bang,1
"1:29:49 seru banget cuy,tapi ngeri sih Jan sampe ikut ikut jud jud",0
JOYKREATIF EMG THE BESTTT ❤❤❤,0
"Setan itu mamang seram tapi yang lebih seram itu orang yang main judi 












(Stop judi)",1
Horor mentally,0
"request bg main one piece fighting path, alur gamenya sama kayak di anime dari awal sampe ke arc wano kuni",0
Marry is scary,1
1:00:57 kaget jirr,1
"wajahmu kalo kaget selalu kocak bang, gooOoOOood",1
👍🏻,1
Gem nya bukan main ketakutan bang. Tapi perasaan kita🥺,0
Nahh ada pelajaran yg dapat di game ini,0
dayummm ternyata kemiskinan lebih horor daripada hantu 😂😅,0
Paling seneng liat game dari joykreatif !!!,1
Bg main misteri rumah warisan,0
Di game ini gua baru sadar bahwa PINJOL lebih bahaya dari judi😢,0
aku nangis loh ya,0
Yang ngelakuin pinjol walaupun org nya mati. pinjol nya Bakal ngejar istri sm anak nya. Jadi memang harus cerai.,0
Game pikabu terbaik,1
bang windah main fc mobile lagi plis 😢,0
Bang coba main game PS 5 bang,1
W POKOKNYA,0
"W game, W dev banyak banget nilai positif yg bisa diambil",0
Bang windah mainin game misteri rumah warisan semoga di baca🙏,0
tanpa yadi: nice ending,0
IBLIS PUN TUNDUK SAMA BENI,0
Skem omdo,1
w game,1
ini relate banget sama om gua yg main judi dan pinjol dan ga sanggup bayar dan akhirnya bundir,0
"bang, aku nangis nontonnya sampe akhir🥺🥺",0
"Bang windah,maen game order 13",1
27:26 mindset apaan nih emang ada ya yang kayak gini,0
"seu banget game nyaa🎉 , tapi cerita nya mirip sama ortu ku yg pdkt 😹, btw semangat ya bangg❤❤",0
Kacau rungkad yg ada nie bapak,1
Mc nya namanya Wawan bang dia penjudi,0
"Stop judi , judi membuatmu rugi di dunia dan rugi di akhirat",1
W game bg,0
wkwkwk ganteng ganteng basudara😂,0
kalo di lanjutin yang di takutin cewe yang nonton malah trust issue,0
W EPIC GAME,1
Bang windah terimakasih sudah streaming game ini ❤,1
1:49:59 squid game apa itu🗿,1
Game horror yang sebenarnya,1
BG windah Sabtu ntr ad Evo gun baru ff,0
"sukaa bgtt bang windah main game kayak ginii, makasii bang udah ngehibur aku, sehat selalu ya bang windah",1
GG WP,1
bg windah like coment aku dong🔥🔥🔥,0
baru kali ini aku kena mental karna game,1
Bang Perbanyak Main Game kayak gini dong Terhibur Gw,1
gamenya miip banget kayak bapaku udah ga kerja judi tiap hari ga pernah nafdkain nganggur cuma minta uang ke ibuku yang kerja,0
"WHAT A GAME BROK!!!! MANTAP BANG JOY KERATIF DAN TERIMAKASIH BANG WINDAH MUNGKIN AJA ADA VIEWERS KAMU YANG BEGITU TAPI SEKARANG TOBAT, MANTABBBB LOVE YOU BANG WINDAH:)))",1
1:49:27 kek kenal tuh acaranya,0
"bang, aku nangis dengan semua endingnya",0
1:09:40  😢😢😢😢😢,1
baru kali ini game bikin gua nangis,0
"bang windah, main steal a brainrot lagiiiii",1
Loh,1
"Bang coba lu mainin game Silent hill F
Katanya game ini mengerikan dan bikin kenak mental💀",0
bang mau nanya kalo hutang masihnumpuk gitu sedangkan suaminya meninggal nanti yg bayarin masa istrinya?? kan udah cerai ga jadisiapa2 kasihan bang,0
Makasih bang motivasi nya 😊,0
"DARK GAME,SUMPAH DI PERTENGAHAN VIDIO UDAH GA KUAT:face-purple-crying::face-purple-crying:",0
"GILAKK INI GAME😩, KERASA BANGETT FEELNYA BEHH!! TERBAIK DEVELOPER!!",1
Bang windah ini tengtang ff yang P90 yang bang windah mau itu besok kata bang Mazmazing youtober ya,0
"aku juga suka nonton Ganteng-Ganteng Basudara bang, karakter kesukaan aku Brando Bocil☝😅",0
"aku sebagai anak broken home terharu + sedih ngeliat ending 
""Hari -1""
W Bang Windah
W Pikaboo
W JoyKeratif",1
"bagus nih gem kalo di iklanin pemerintah dari pada ngirim pesan ""stop judi""",0
bang aku sampai nangis nontonnya,0
Kemenangan terbesar seorang penjudi adalah berhenti bermain.,1
Ini game keren banget bang sumpah,0
Game psikologi yg bikin aku shock sama sedih😢,0
"judi benar"" membunuh ekonomiku, maafkan aku bg udah berjudi dan merugikan keluarga, tapi semua cobaan sudah aku lewati dan ya aku sudah berhasil stop berjudi, dan memulai mengembalikan semua kerugian yg telah aku habiskan itu, jadi untuk teman"" jadikan ceritaku pelajaran dan jangan mencoba judi karna merugikan kita, Stop judi",1
"Semangat, tetap di jalan kebajikan",0
"gg bisa stop judi harusnya orang kek gini di support! tetap semangat gab,",1
keren ngab! jadilah contoh positif buat orang2 yang peduli sama kamu ran!,0
SEMANGAT BANG DAN JANGAN MENYERAH🎉,0
Semangat bang gw juga pernah di posisi ini main judi tapi untungnya gw ga kecanduan,1
"Keren, semangat ngab!",0
Dokter yg ambil ginjal Beni Adalah Yadi Harmoko bang,0
ngajarin judi,1
"gamenya bagus banget ampe nangis w keren banget gamenya semoga bisa di jadiin pelajaran buat kita semua yaa, plis stop judi teman""",0
bang windah kaya real bukan ekting,0
"WHAT A GAME, btw bg jd main game ekting ga",0
"⭐⭐⭐⭐⭐ buat developer,hebat banget bikin game se-epic gini ❤ terus semangat buat pikabuu, terus lah bikin game epic lain nya, njirr ter gonjang ganjing emosi co😂",1
"Sis, 💙𝒜𝐿𝐸𝒳𝐼𝒮𝟣𝟩💙 giveaway PC gaming, seru!",1
"Sis, skin glow 💙𝒜𝐿𝐸𝒳𝐼𝒮𝟣𝟩💙 bikin stand out!",0
Bang main FC mobile bang udah subscribe 😊,1
GACOOOOORRRRRRRRRRRR,1
"Bro, invite 5 temen dapet voucher 💙𝒜𝐿𝐸𝒳𝐼𝒮𝟣𝟩💙!",1
"💙𝒜𝐿𝐸𝒳𝐼𝒮𝟣𝟩💙 UI responsive, no lag!",1
💙𝒜𝐿𝐸𝒳𝐼𝒮𝟣𝟩💙 cozy mode buat chill streaming!,1
nih calonn korban berikutnya di dunia nyata😂😂,0
​ @zaa0bb rill bjir😭😹,0
report aja guys yg kaya bgini,0
calon korban selanjutnya😂,0
yadi harmoko nama bpk gua cokkk 😭😭,0
"Kok squid game nya kek kenal,🤭",1
Aga sus njir😂,0
GOTY,1
2:16:37,1
"WOI DEV SUMPAH GILA LU!! ENDING 6 BUAT MENTAL GW DOWN BROK, BUT THIS IS GAME INDO NEVER FAIL🔥🔥🔥",0
Pembohong kamu pembohongg,1
top 1 yutuber scammer viewers☠️,1
scammm,0
Scammm,0
Seterimer secem,1
Scam,0
AKA ANAK DAJJAL,1
AKA ANJ,1
Best scammer,0
Main amanda 3 demo bang,0
"Scam lu bg,gw kecewa karena gk jadi main ro",0
Aka scam,0
aka scam,0
Scam,0
SCAM,0
skemm woilah,0
JANJI GTANYA MANA,0
skem,1
"SCAM, JANJI LU GA DIPEGANG",0
Aka woi aka,0
Scam bang windah,0
YUTUBER SEKEMMMM,0
SCAM CIK,0
Scemm,1
Scam jing,0
scam kocak,0
"Game of the year, lets goo 👏👏👏",1
AKHIRN MAIN GAME INDONESIA LAGI😅,0
bang main still wakes the deep siren rest lanjutan dari still wakes the deep pertama,0
W stream🔥,1
"TEPUK TANGAN BUAT JOEY KREATIFFF,YANG AWALNYA EMOSII BGT EH AKHIR"" NYA MALAH MEWEKKK,SALUTT SAMA JOY KREATIFFF👏👏👏👏🥺🥺",0
"W GAME! W DEVELOPER! W STREAMER! W ENDING!

Gila aku sampe nangis😭",0
"38:20 bagus banget sih tulisan tangannya, apalagi manusia lidinya😧",0
😜😔,1
"GG,EPIC, DAN ABSOLUTE CINEMA PARAH CUY🔥🔥
mkaasih bang windah main game tier sss lagih",1
Ada temen gua yang kaya gini sampe gantung diri 😭😭,0
Sedihhh bangettt co,0
"W GAME, GOTY",1
GAME TERBAIK SII MENGAJAR KAN KITAA KESEBUAH KEBAIKANN GG JOY KREATIFFFF🎉,1
Ini si semua youtuber harus main sih buat edukasi jir ke anak anak dan ornag dewasa,0
Paling miawaug sama windah doang yg mainin,0
"Bang cba main game Robocop Rogue city, lagi diskon jg di steam",1
"2:13:12
W mama nadia",0
"bng , main game road of fear, game nya mirip fears to fathom",1
Gelisah banget nonton nya,0
"Bang windah, Sumpah mewek aku nonton game ini, kasian anak dan istrinya, Ya allah 😢😢😢",0
"Terlalu mendalami peran lu bg,luar biasa🔥",0
game ini sangat menggambarkan bagaimana judi dan pinjol bisa merubah kehidupan dan psikis seseorang 180 derajat.,1
WWWWWWWWWWW PIKABUUUUU!!!!!!!!!,1
SUMPAH GAME OF THE YEAR INI BANGGGGG 😭😭😭😭😭,1
Judi cuma situs abal abal buat nipu orang orang percayalah dgn kata ku,1
salah satu game yg punya makna mendalam bagi warga indonesia,0
ini mah relate bangett sama kehidupann w HAHAHAHHA bapa w begitu,0
nama bapa gua beni njir sama suka judjud sama pinjol juga,0
Stream windah Ter epic 2025,0
Main game rematch bang,0
Windahhh basusetot,0
"Lirik lagu Judi-Roma irama

Judi (judi)
Menjanjikan kemenangan
Judi (judi)
Menjanjikan kekayaan
Bohong (bohong)
Kalaupun kau menang
Itu awal dari kekalahan
Bohong (bohong)
Kalaupun kau kaya
Itu awal dari kemiskinan
Judi (judi)
Meracuni kehidupan
Judi (judi)
Meracuni keimanan
Pasti (pasti)
Kar'na perjudian
Orang malas dibuai harapan
Pasti (pasti)
Kar'na perjudian
Perdukunan ramai menyesatkan
Yang beriman bisa jadi murtad
Apalagi yang awam (oh-oh)
Yang menang bisa menjadi jahat
Apalagi yang kalah (oh-oh)
Yang kaya bisa jadi melarat
Apalagi yang miskin (oh-oh)
Yang senang bisa jadi sengsara
Apalagi yang susah (oh-oh)
Uang judi najis, tiada berkah",1
"52:00 ada bang banyak, yg pernh viral ada bapak2 nyanyat2 tubuh2nya d depan ruko tukang cukur , dia depresi karena terjerat pinjol sama istrinya menceraikan dia",0
Yang di Jawa Timur itu kan kalo GK salah?,0
merinding bang ini berdasar kan kisah nyata njir,0
trending 1 bang GG🎉,1
di ending 6 gua nangiss bangett banggg yaAllah🙁,0
1:30:21 ga kayak game apa tadi?😡😡😡😡,0
Gua ketawa juga 😭,0
gilakkkkk keren❤❤❤,0
51:16 bang windows lucuuu bangettt plis sehat2 terus ya bang 🫶🏻🥺,0
Trending 1 bang🎉🎉🎉🎉,1
yang di tv squid game bokp anjir🗿,0
GG seru banget😭🤍,0
"setiap jadi bapaknya bang windah on poin banget, ngehayatin kali ya bang🥹🥹🤣",0
Bangg main death stranding 2,0
😝😝😝😝😝😝😝,1
siapa yang naroh bawang disini😢😢,0
"judi itu permainan buat orang kaya buat senang senang, bukan buat adu nasib orang miskin melarat 😂",1
sumpah endingnya speechless banget merindinggg 😭😭😭,0
Bagus banget Game nya Brok🔥🔥,1
Mantap game indo,1
